CERN - 2018-02-22 11:04:06	subject Field	concept definition	concept source	Concept create by user	Concept create date	Concept modified by user	Concept modified date	Lang	Term Status	Term Form	Term definition	Term create by user	Term create date	Term modified by user	Term modified date
_518	Accelerator technology			Suzanne Curcu	2010-01-27	Suzanne Curcu	2011-01-24	FR	p	concept d'accélération à deux faisceaux		Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_519	Physics			Suzanne Curcu	2010-01-28	Suzanne Curcu	2011-01-24	EN-GB	p	integrated luminosity	Measure of the total data collected at an accelerator, defined by the intensity of the accelerator, summed over some specified time period. According to Interactions.org website, Particle physics news and resources, Particle Physics Glossary	Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_519	Physics			Suzanne Curcu	2010-01-28	Suzanne Curcu	2011-01-24	FR	p	luminosité intégrée		Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_520	Accelerator technology			Suzanne Curcu	2010-01-28	Suzanne Curcu	2009-01-02	EN-GB	p	Reference Design Report	ILC publication providing the detailed technical snapshot of the proposed future electron-positron collider, defining in detail the technical parameters and components that make up each section of the 31-kilometer long accelerator. According to ILC website, All about the ILC, ILC Reference Desigh Report	Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_520	Accelerator technology			Suzanne Curcu	2010-01-28	Suzanne Curcu	2009-01-02	FR	p	Avant-projet de référence	Rapport de l'ILC précisant les buts de physique, les défis techniques, les réalisations de la R&D ainsi que les caractéristiques générales de l'accélérateur prévu. D'après Le Collisionneur linéaire international, Passerelle vers l'univers quantique, Passeport ILC, p. 5	Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_521	Accelerator technology			Suzanne Curcu	2010-01-28	Suzanne Curcu	2011-01-23	EN-GB	p	drive beam	Group of particles aiming to provide the RF power for the accelerating structures following the CLIC two-beam scheme. According to CERN Courier (CLIC here for the future), vol. 48, n° 7, Sept. 2008, p. 16	Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_521	Accelerator technology			Suzanne Curcu	2010-01-28	Suzanne Curcu	2011-01-23	FR	p	faisceau d'entraînement	Ensemble d'électrons relativistes de grande intensité qui fournit de l'énergie au faisceau principal dans le CLIC. D'après Rapport d'activités de l'in2p3 (Instrumentation du faisceau d'électrons), 2006-2008	Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_522	Accelerator technology			Suzanne Curcu	2010-01-28	Suzanne Curcu	2011-01-24	EN-GB	p	main beam	Group of particles in the CLIC structure which is accelerated by the RF power extracted from the drive beam in parallel. According to CERN Courier (CLIC here for the future), Sep. 2008, p. 16	Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_522	Accelerator technology			Suzanne Curcu	2010-01-28	Suzanne Curcu	2011-01-24	FR	p	faisceau principal	Ensemble d'électrons accélérés par la grande puissance RF extraite du faisceau d'entraînement fonctionnant en parallèle dans le CLIC. D'après le Rapport d'activités de l'in2p3 2006-2008, CTF3 (Instrumentation du faisceau d'électrons)	Suzanne Curcu	2010-01-28	Suzanne Curcu	2010-01-28
_523	Accelerator technology			Suzanne Curcu	2010-01-29	Suzanne Curcu	2011-01-24	EN-GB	p	Underground Service Cavern		Suzanne Curcu	2010-01-29	Suzanne Curcu	2010-01-29
_523	Accelerator technology			Suzanne Curcu	2010-01-29	Suzanne Curcu	2011-01-24	EN-GB	p	USC		Suzanne Curcu	2010-01-29	Suzanne Curcu	2010-01-29
_523	Accelerator technology			Suzanne Curcu	2010-01-29	Suzanne Curcu	2011-01-24	FR	p	caverne de service USC	Cavité souterraine de la caverne expérimentale CMS où se trouve les racks de premier niveau de détection, de stockage de données, de contrôle sécurité, de fonctionnement, d'alarmes, etc. D'après expert PH-CMX	Suzanne Curcu	2010-01-29	Suzanne Curcu	2010-01-29
_523	Accelerator technology			Suzanne Curcu	2010-01-29	Suzanne Curcu	2011-01-24	FR	p	caverne service USC		Suzanne Curcu	2010-01-29	Suzanne Curcu	2010-01-29
_524	Accelerator technology			Suzanne Curcu	2009-01-03	Suzanne Curcu	2011-01-24	EN-GB	p	power-extraction and transfer structure	Passive microwave device in which bunches of the drive beam interact with the impedance of the periodically loaded waveguide and excite preferentially the synchronous mode. CLIC Note 764, CERN AB Department, CLIC 2008 Parameters, the CLIC study team, oct. 2008, p. 20 http://cdsweb.cern.ch/record/1132079/files/CERN-OPEN-2008-021.pdf	Suzanne Curcu	2009-01-03	Suzanne Curcu	2009-01-03
_524	Accelerator technology			Suzanne Curcu	2009-01-03	Suzanne Curcu	2011-01-24	EN-GB	p	PETS		Suzanne Curcu	2009-01-03	Suzanne Curcu	2009-01-03
_524	Accelerator technology			Suzanne Curcu	2009-01-03	Suzanne Curcu	2011-01-24	FR	p	structure d'extraction de puissance et de transfert	Cavité résonante permettant d'amener la puissance du faisceau d'entraînement vers le faisceau principal. D'après Scintillations, CEA/Saclay - Dapnia, n° 74, juin 2007, p. 8	Suzanne Curcu	2009-01-03	Suzanne Curcu	2009-01-03
_524	Accelerator technology			Suzanne Curcu	2009-01-03	Suzanne Curcu	2011-01-24	FR	p	PETS		Suzanne Curcu	2009-01-03	Suzanne Curcu	2009-01-03
_525	Accelerator technology			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	EN-GB	p	GEM	Detector containing a densely pierced polymer foil coated with electrodes on both sides which is able to achieve high amplification gains and performance. CERN website, Knowledge and Technology Transfer, Gas Electorn Multiplier (GEM), http://technologytransfer.web.cern.ch/technologytransfer/en/Technology/GEM.html	Suzanne Curcu	2010-01-10	Suzanne Curcu	2010-01-10
_525	Accelerator technology			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	EN-GB	p	gas electron multiplier		Suzanne Curcu	2010-01-10	Suzanne Curcu	2010-01-10
_525	Accelerator technology			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	FR	p	GEM		Suzanne Curcu	2010-01-10	Suzanne Curcu	2010-01-10
_525	Accelerator technology			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	FR	p	multiplicateur d'électrons à gaz		Suzanne Curcu	2010-01-10	Suzanne Curcu	2010-01-10
_526	Bodies/organisations			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	EN-GB	p	Research infrastructure		Suzanne Curcu	2010-01-10	Suzanne Curcu	2010-01-10
_526	Bodies/organisations			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	FR	p	infrastructure de recherche		Suzanne Curcu	2010-01-10	Suzanne Curcu	2010-01-10
_527	Accelerator technology			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	EN-GB	p	wake field		Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24
_527	Accelerator technology			Suzanne Curcu	2010-01-10	Suzanne Curcu	2011-01-24	FR	p	champ de sillage		Suzanne Curcu	2010-01-10	Suzanne Curcu	2010-01-10
_528	Accelerator technology			Suzanne Curcu	2010-01-11	Suzanne Curcu	2011-01-24	EN-GB	p	bunch spacing		Suzanne Curcu	2010-01-11	Suzanne Curcu	2010-01-11
_528	Accelerator technology			Suzanne Curcu	2010-01-11	Suzanne Curcu	2011-01-24	FR	p	espacement entre paquets		Suzanne Curcu	2010-01-11	Suzanne Curcu	2011-01-23
_528	Accelerator technology			Suzanne Curcu	2010-01-11	Suzanne Curcu	2011-01-24	FR	p	intervalle entre paquets		Suzanne Curcu	2011-01-23	Suzanne Curcu	2011-01-23
_529	Physics			Suzanne Curcu	2010-01-12	Suzanne Curcu	2011-01-24	EN-GB	p	lepton	Subatomic particle, of the fermion group, that responds only to the electromagnetic force, weak force and gravitational force and which is not affected by the strong force. According to Encyclopaedia Britannica online, Academic Edition, 2010	Suzanne Curcu	2010-01-12	Suzanne Curcu	2010-01-12
_529	Physics			Suzanne Curcu	2010-01-12	Suzanne Curcu	2011-01-24	FR	p	lepton	Particule fondamentale de la famille des fermions, n'ayant pas d'interactions fortes, et qui comprend l'électron et le positon, leurs neutrinos, les muons + et -, leurs neutrinos. D'après Dictionnaire de physique, J.P.Mathieu, A.Kastler, P.Fleury, 3e édition, Masson Eyrolles, 1991	Suzanne Curcu	2010-01-12	Suzanne Curcu	2010-01-12
_557	Physics			Suzanne Curcu	2010-01-14	Suzanne Curcu	2011-01-15	EN-GB	p	electronvolt	Unit of energy commonly used in atomic and nuclear physics, equal to the energy gained by an electron when the electrical potential at the electron increases by one volt. According to Encyclopaedia Britannica online, Academic edition	Suzanne Curcu	2010-01-14	Suzanne Curcu	2010-01-14
_557	Physics			Suzanne Curcu	2010-01-14	Suzanne Curcu	2011-01-15	EN-GB	p	eV		Suzanne Curcu	2010-01-14	Suzanne Curcu	2010-01-14
_557	Physics			Suzanne Curcu	2010-01-14	Suzanne Curcu	2011-01-15	FR	p	électronvolt	Unité d'énergie égale à l'énergie acquise par un électron lorsqu'il est accéléré par une différence de potentiel de 1 volt. D'après le dictionnaire Larousse en ligne	Suzanne Curcu	2010-01-14	Suzanne Curcu	2010-01-14
_557	Physics			Suzanne Curcu	2010-01-14	Suzanne Curcu	2011-01-15	FR	p	eV		Suzanne Curcu	2010-01-14	Suzanne Curcu	2010-01-14
_558	Physics			Suzanne Curcu	2010-01-15	Suzanne Curcu	2011-01-24	EN-GB	p	meson	Any member of a family of subatomic particles composed of a quark and an antiquark. Encyclopaedia Britannica online, Academic edition	Suzanne Curcu	2010-01-15	Suzanne Curcu	2010-01-15
_558	Physics			Suzanne Curcu	2010-01-15	Suzanne Curcu	2011-01-24	FR	p	méson		Suzanne Curcu	2010-01-15	Suzanne Curcu	2010-01-15
_559	Computing			Suzanne Curcu	2010-01-17	Suzanne Curcu	2011-01-24	EN-GB	p	embedded system	Computer system designed to perform one or a few dedicated functions often with real-time computing constraints. Wikipedia, http://en.wikipedia.org/wiki/Embedded_system	Suzanne Curcu	2010-01-17	Suzanne Curcu	2010-01-17
_559	Computing			Suzanne Curcu	2010-01-17	Suzanne Curcu	2011-01-24	FR	p	système embarqué	Système intégré dans un système plus large avec lequel il est interfacé, et pour lequel il réalise des fonctions particulières, comme le contrôle, la surveillance ou la communication. Thèse de doctorat en électronique et traitement du signal (Optimisations Mémoire dans la Méthodologie AAA pour Code Embarqué sur Architectures Parallèles), par Mickaël Raulet, soutenue le 18 mai 2006, p. 19	Suzanne Curcu	2010-01-17	Suzanne Curcu	2010-01-17
_560	Physics			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-23	EN-GB	p	Dewar	Vessel with double walls, the space between which is evacuated. Encyclopaedia Britannica online, Academic edition	Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_560	Physics			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-23	EN-GB	p	vacuum flask		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_560	Physics			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-23	EN-GB	p	Dewar flask		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_560	Physics			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-23	FR	p	Dewar	Récipient à doubles parois, entre lesquelles on a fait le vide, servant à conserver un gaz liquéfié à très basse température, ou à constituer un cryostat. Termium plus	Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_560	Physics			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-23	FR	p	vase de Dewar		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_561	Finance			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	EN-GB	p	free carrier		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_561	Finance			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	EN-GB	p	FCA		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_561	Finance			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	FR	p	franco transporteur	Condition internationale de vente signifiant que le vendeur a rempli son obligation de livraison quand il a remis la marchandise, dédouanée à l'exportation, au transporteur désigné par l'acheteur, aux lieu et point convenus. Journal officiel de la République française du 14 août 1998 (Conditions internationales de vente), http://www.culture.gouv.fr/culture/dglf/cogeter/14-8-98-3.htm	Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_561	Finance			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	FR	p	FCT		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_562	Bodies/organisations			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	EN-GB	p	Engineering Databases and Systems Section		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_562	Bodies/organisations			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	EN-GB	p	EDS		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_562	Bodies/organisations			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	FR	p	section Bases de données et systèmes pour l'ingénierie		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_562	Bodies/organisations			Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-24	FR	p	EDS		Suzanne Curcu	2011-01-05	Suzanne Curcu	2011-01-05
_563	Physics			Suzanne Curcu	2011-01-06	Suzanne Curcu	2011-01-24	EN-GB	p	fermion	Any member of a group of subatomic particles having odd half-integral angular momentum (spin 1/2, 3/2), named for the Fermi-Dirac statistics that describe its behaviour. Encyclopaedia Britannica online, Academic edition	Suzanne Curcu	2011-01-06	Suzanne Curcu	2011-01-06
_563	Physics			Suzanne Curcu	2011-01-06	Suzanne Curcu	2011-01-24	FR	p	fermion	Classe de particules et d'atomes dont le nombre quantique de spin est demi-entier, et qui obéissent à la statistique de Fermi-Dirac. Dictionnaire de physique, J.P.Mathieu, A.Kastler, P.Fleury, 3e édition, Masson Eyrolles, 1991	Suzanne Curcu	2011-01-06	Suzanne Curcu	2011-01-06
_564	Physics			Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-24	EN-GB	p	redshift	Displacement of the spectrum of an astronomical object toward longer, red, wavelengths. According to Encyclopaedia Britannica online, Academic edition	Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-07
_564	Physics			Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-24	FR	p	décalage vers le rouge	Déplacement spectral dû à la vitesse de récession, qui produit une augmentation apparente de la longueur d'onde. D'après Le grand dictionnaire terminologique en ligne, OQLF	Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-07
_565	Accelerator technology			Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-24	EN-GB	p	Intersecting Storage Rings		Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-10
_565	Accelerator technology			Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-24	EN-GB	p	ISR		Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-10
_565	Accelerator technology			Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-24	FR	p	anneaux de stockage à intersections		Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-10
_565	Accelerator technology			Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-24	FR	p	ISR		Suzanne Curcu	2011-01-10	Suzanne Curcu	2011-01-10
_566	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2012-01-09	EN-GB	p	Associate Membership		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_566	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2012-01-09	FR	p	statut d’Etat membre associé		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_566	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2012-01-09	FR	p	qualité d’Etat membre associé		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_566	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2012-01-09	FR	p	statut de membre associé		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_566	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2012-01-09	FR	p	statut d'Etat associé		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_567	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2012-01-09	EN-GB	p	Associate status		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_567	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2012-01-09	FR	p	statut d'associé		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_568	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2011-01-18	EN-GB	p	Associate Membership as the pre-stage to Membership		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_568	Bodies/organisations			Odile Martin	2011-01-18	Odile Martin	2011-01-18	FR	p	statut de membre associé en phase préalable à l’adhésion		Odile Martin	2011-01-18	Odile Martin	2011-01-18
_569	Physics			Suzanne Curcu	2011-01-27	Suzanne Curcu	2011-01-24	EN-GB	p	fine structure	Splitting of the main spectral lines of an atom into two or more components, each representing a slightly different wavelength. Encyclopaedia Britannica online, Academic edition	Suzanne Curcu	2011-01-27	Suzanne Curcu	2011-01-27
_569	Physics			Suzanne Curcu	2011-01-27	Suzanne Curcu	2011-01-24	FR	p	structure fine		Suzanne Curcu	2011-01-27	Suzanne Curcu	2011-01-27
_570	Physics			Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-24	EN-GB	p	extensive air shower		Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-31
_570	Physics			Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-24	EN-GB	p	EAS		Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-31
_570	Physics			Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-24	FR	p	gerbe atmosphérique	Faisceau de particules secondaires semblant provenir d'une même particule initiale et conservant approximativement la direction de celle-ci. Dictionnaire de physique, J.P.Mathieu, A.Kastler, P.Fleury, 3e édition, Masson Eyrolles, 1991	Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-31
_570	Physics			Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-24	FR	p	gerbe d'Auger		Suzanne Curcu	2011-01-31	Suzanne Curcu	2011-01-31
_571	Rules/circulars			Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-15	EN-GB	p	Joint Advisory Rehabilitation and Disability Board	Body responsible for proposing appropriate measures to the Director-General in the event of the incapacity for work of staff members or fellows. According to art. R IV 2.04, CERN Staff Rules and Regulations, 11th edition, 1st January 2007, Updated, 1st January 2010, p. 40	Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-07
_571	Rules/circulars			Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-15	FR	p	Commission paritaire consultative de réadaptation et d’invalidité	Organe chargé de proposer au Directeur général les mesures appropriées en cas d’incapacité de travail des titulaires ou boursiers. D'après art. R IV 2.04, Statut et Règlement du Personnel du CERN, 11e édition, 1er janvier 2007, Mise à jour, 1er janvier 2010, p. 40	Suzanne Curcu	2011-01-07	Suzanne Curcu	2011-01-10
_572	Accelerator technology			Suzanne Curcu	2011-01-11	Odile Martin	2012-01-09	EN-GB	p	ALICE	Heavy-ion detector designed to exploit the unique physics potential of nucleus-nucleus interactions at LHC energies. According to ALICE website, Our mission, http://aliweb.cern.ch/	Suzanne Curcu	2011-01-11	Suzanne Curcu	2011-01-11
_572	Accelerator technology			Suzanne Curcu	2011-01-11	Odile Martin	2012-01-09	EN-GB	p	A Large Ion Collider Experiment		Suzanne Curcu	2011-01-11	Suzanne Curcu	2011-01-11
_572	Accelerator technology			Suzanne Curcu	2011-01-11	Odile Martin	2012-01-09	FR	p	ALICE		Suzanne Curcu	2011-01-11	Suzanne Curcu	2011-01-11
_572	Accelerator technology			Suzanne Curcu	2011-01-11	Odile Martin	2012-01-09	FR	p	A Large Ion Collider Experiment		Suzanne Curcu	2011-01-11	Suzanne Curcu	2011-01-11
_573	Accelerator technology			Suzanne Curcu	2011-01-17	Suzanne Curcu	2011-01-24	EN-GB	p	Roman pot		Suzanne Curcu	2011-01-17	Suzanne Curcu	2011-01-17
_573	Accelerator technology			Suzanne Curcu	2011-01-17	Suzanne Curcu	2011-01-24	FR	p	pot romain		Suzanne Curcu	2011-01-17	Suzanne Curcu	2011-01-17
_574	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	EN-GB	p	pull-tester					
_574	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	FR	p	testeur de traction des fils microsoudés					
_575	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	EN-GB	p	die-attach machine		Odile Martin	2011-01-28	Odile Martin	2011-01-28
_575	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	FR	p	machine de collage de puces		Odile Martin	2011-01-28	Odile Martin	2011-01-28
_576	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	EN-GB	p	climatic chamber		Odile Martin	2011-01-28	Odile Martin	2011-01-28
_576	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	FR	p	chambre climatique		Odile Martin	2011-01-28	Odile Martin	2011-01-28
_577	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	EN-GB	p	vibration test system					
_577	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	FR	p	testeur à vibrations					
_578	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	EN-GB	p	inspection stereo-microscope		Odile Martin	2011-01-28	Odile Martin	2011-01-28
_578	Electronics/Electricity			Odile Martin	2011-01-28	Odile Martin	2011-01-21	FR	p	stéréomicroscope d'inspection		Odile Martin	2011-01-28	Odile Martin	2011-01-28
_579	Science (excl. physics)			Christophe Riondet	2011-01-31	Christophe Riondet	2011-01-31	EN-GB	p	clearance granting		Christophe Riondet	2011-01-31	Christophe Riondet	2011-01-31
_579	Science (excl. physics)			Christophe Riondet	2011-01-31	Christophe Riondet	2011-01-31	FR	p	validation		Christophe Riondet	2011-01-31	Christophe Riondet	2011-01-31
_580	Science (excl. physics)			Christophe Riondet	2011-01-31	Christophe Riondet	2012-01-25	EN-GB	p	radioactive material		Christophe Riondet	2011-01-31	Christophe Riondet	2011-01-31
_580	Science (excl. physics)			Christophe Riondet	2011-01-31	Christophe Riondet	2012-01-25	FR	p	matériel radioactif		Christophe Riondet	2011-01-31	Christophe Riondet	2012-01-24
_581	Civil engineering			Odile Martin	2011-01-13	Odile Martin	2012-01-02	EN-GB	p	CERN Master Plan		Odile Martin	2011-01-13	Odile Martin	2011-01-13
_581	Civil engineering			Odile Martin	2011-01-13	Odile Martin	2012-01-02	FR	p	schéma directeur du CERN		Odile Martin	2011-01-13	Odile Martin	2011-01-13
_582	Electronics/Electricity			Odile Martin	2011-01-13	Odile Martin	2011-01-13	EN-GB	p	snubber capacitor		Odile Martin	2011-01-13	Odile Martin	2011-01-13
_582	Electronics/Electricity			Odile Martin	2011-01-13	Odile Martin	2011-01-13	FR	p	protecteur de surtension électrique		Odile Martin	2011-01-13	Odile Martin	2011-01-13
_583	Accelerator technology			Natalie Garde	2011-01-20	Odile Martin	2013-01-09	EN-GB	p	cusp trap		Natalie Garde	2011-01-20	Natalie Garde	2011-01-20
_583	Accelerator technology			Natalie Garde	2011-01-20	Odile Martin	2013-01-09	FR	p	piège à rebroussement		Natalie Garde	2011-01-20	Odile Martin	2013-01-09
_583	Accelerator technology			Natalie Garde	2011-01-20	Odile Martin	2013-01-09	FR	p	piège à étranglement		Odile Martin	2013-01-09	Odile Martin	2013-01-09
_584	Finance			Natalie Garde	2011-01-27	Odile Martin	2013-01-09	EN-GB	p	description and quantity estimate		Natalie Garde	2011-01-27	Natalie Garde	2011-01-27
_584	Finance			Natalie Garde	2011-01-27	Odile Martin	2013-01-09	FR	p	cahier descriptif et estimatif		Natalie Garde	2011-01-27	Natalie Garde	2011-01-27
_585	Accelerator technology			Christophe Riondet	2011-01-30	Odile Martin	2011-01-17	EN-GB	p	fill	Phase d'exploitation du LHC avec des protons, correspondant au moment qui s'écoule entre l'injection et l'éjection du faisceau. Experts CERN-PH-DH et CERN-DG-CO.	Christophe Riondet	2011-01-30	Christophe Riondet	2011-01-30
_585	Accelerator technology			Christophe Riondet	2011-01-30	Odile Martin	2011-01-17	FR	p	cycle de collisions		Christophe Riondet	2011-01-30	Christophe Riondet	2011-01-30
_586	Electronics/Electricity			Odile Martin	2011-01-21	Odile Martin	2011-01-21	EN-GB	p	Quality Assurance and Reliability Testing		Odile Martin	2011-01-21	Odile Martin	2011-01-21
_586	Electronics/Electricity			Odile Martin	2011-01-21	Odile Martin	2011-01-21	EN-GB	p	QART		Odile Martin	2011-01-21	Odile Martin	2011-01-21
_586	Electronics/Electricity			Odile Martin	2011-01-21	Odile Martin	2011-01-21	FR	p	laboratoire d'assurance qualité et de contrôle de fiabilité		Odile Martin	2011-01-21	Odile Martin	2011-01-21
_587	Electronics/Electricity			Odile Martin	2011-01-21	Odile Martin	2011-01-21	EN-GB	p	wire bond		Odile Martin	2011-01-21	Odile Martin	2011-01-21
_587	Electronics/Electricity			Odile Martin	2011-01-21	Odile Martin	2011-01-21	FR	p	fil microsoudé		Odile Martin	2011-01-21	Odile Martin	2011-01-21
_588	Physics			Natalie Garde	2012-01-19	Odile Martin	2013-01-09	EN-GB	p	projectile spectator		Natalie Garde	2012-01-19	Natalie Garde	2012-01-19
_588	Physics			Natalie Garde	2012-01-19	Odile Martin	2013-01-09	FR	p	projectile spectateur		Natalie Garde	2012-01-19	Natalie Garde	2012-01-19
_589	Accelerator technology			Natalie Garde	2011-01-01	Natalie Garde	2011-01-01	EN-GB	p	pile-up of events					
_589	Accelerator technology			Natalie Garde	2011-01-01	Natalie Garde	2011-01-01	FR	p	empilement					
_590	Bodies/organisations			Natalie Garde	2011-01-01	Natalie Garde	2011-01-01	EN-GB	p	Digital Agenda		Natalie Garde	2011-01-01	Natalie Garde	2011-01-01
_590	Bodies/organisations			Natalie Garde	2011-01-01	Natalie Garde	2011-01-01	FR	p	stratégie numérique		Natalie Garde	2011-01-01	Natalie Garde	2011-01-01
_591	Bodies/organisations			Odile Martin	2012-01-07	Odile Martin	2012-01-07	EN-GB	p	Working Group on the Scientific and Geographical Enlargement of CERN		Odile Martin	2012-01-07	Odile Martin	2012-01-07
_591	Bodies/organisations			Odile Martin	2012-01-07	Odile Martin	2012-01-07	FR	p	Groupe de travail sur l’élargissement scientifique et géographique du CERN		Odile Martin	2012-01-07	Odile Martin	2012-01-07
_592	Accelerator technology			Odile Martin	2012-01-13	Odile Martin	2012-01-13	EN-GB	p	deflecting cavity		Odile Martin	2012-01-13	Odile Martin	2012-01-13
_592	Accelerator technology			Odile Martin	2012-01-13	Odile Martin	2012-01-13	FR	p	cavité déflectrice		Odile Martin	2012-01-13	Odile Martin	2012-01-13
_593	Accelerator technology			Odile Martin	2012-01-14	Odile Martin	2012-01-19	EN-GB	p	ring-ring machine		Odile Martin	2012-01-14	Odile Martin	2012-01-14
_593	Accelerator technology			Odile Martin	2012-01-14	Odile Martin	2012-01-19	FR	p	machine à double anneau		Odile Martin	2012-01-14	Odile Martin	2012-01-14
_594	Accelerator technology			Odile Martin	2012-01-16	Odile Martin	2012-01-16	EN-GB	p	timing		Odile Martin	2012-01-16	Odile Martin	2012-01-16
_594	Accelerator technology			Odile Martin	2012-01-16	Odile Martin	2012-01-16	FR	p	cadencement		Odile Martin	2012-01-16	Odile Martin	2012-01-16
_595	Bodies/organisations			Fanny Mourguet	2012-01-26	Fanny Mourguet	2012-01-26	EN-GB	p	CERN Media Lab	New entity under the umbrella of the Education Group, aiming at researching and producing visually compelling educational content serving the CERN community. Expert CERN Media Lab	Fanny Mourguet	2012-01-26	Fanny Mourguet	2012-01-26
